fname,label,manually_verified
Dataset/Angry/OAF_wag_angry_1.wav,Angry,1
Dataset/Angry/OAF_walk_angry_1.wav,Angry,1
Dataset/Angry/OAF_wash_angry_1.wav,Angry,1
Dataset/Angry/OAF_week_angry_1.wav,Angry,1
Dataset/Angry/OAF_wheat_angry_1.wav,Angry,1
Dataset/Angry/OAF_when_angry_1.wav,Angry,1
Dataset/Angry/OAF_which_angry_1.wav,Angry,1
Dataset/Angry/OAF_whip_angry_1.wav,Angry,1
Dataset/Angry/OAF_white_angry_1.wav,Angry,1
Dataset/Angry/OAF_wife_angry_1.wav,Angry,1
Dataset/Angry/OAF_wire_angry_1.wav,Angry,1
Dataset/Angry/OAF_witch_angry_1.wav,Angry,1
Dataset/Angry/OAF_yearn_angry_1.wav,Angry,1
Dataset/Angry/OAF_yes_angry_1.wav,Angry,1
Dataset/Angry/OAF_young_angry_1.wav,Angry,1
Dataset/Angry/OAF_youth_angry_1.wav,Angry,1
Dataset/Angry/YAF_back_angry_1.wav,Angry,1
Dataset/Angry/YAF_bar_angry_1.wav,Angry,1
Dataset/Angry/YAF_base_angry_1.wav,Angry,1
Dataset/Angry/YAF_bath_angry_1.wav,Angry,1
Dataset/Angry/YAF_bean_angry_1.wav,Angry,1
Dataset/Angry/YAF_beg_angry_1.wav,Angry,1
Dataset/Angry/YAF_bite_angry_1.wav,Angry,1
Dataset/Angry/YAF_boat_angry_1.wav,Angry,1
Dataset/Angry/YAF_bone_angry_1.wav,Angry,1
Dataset/Angry/YAF_book_angry_1.wav,Angry,1
Dataset/Angry/YAF_bought_angry_1.wav,Angry,1
Dataset/Angry/YAF_burn_angry_1.wav,Angry,1
Dataset/Angry/YAF_cab_angry_1.wav,Angry,1
Dataset/Angry/YAF_calm_angry_1.wav,Angry,1
Dataset/Angry/YAF_came_angry_1.wav,Angry,1
Dataset/Angry/YAF_cause_angry_1.wav,Angry,1
Dataset/Angry/YAF_chain_angry_1.wav,Angry,1
Dataset/Angry/YAF_chair_angry_1.wav,Angry,1
Dataset/Angry/YAF_chalk_angry_1.wav,Angry,1
Dataset/Angry/YAF_chat_angry_1.wav,Angry,1
Dataset/Angry/YAF_check_angry_1.wav,Angry,1
Dataset/Angry/YAF_cheek_angry_1.wav,Angry,1
Dataset/Angry/YAF_chief_angry_1.wav,Angry,1
Dataset/Angry/YAF_choice_angry_1.wav,Angry,1
Dataset/Angry/YAF_cool_angry_1.wav,Angry,1
Dataset/Angry/YAF_dab_angry_1.wav,Angry,1
Dataset/Angry/YAF_date_angry_1.wav,Angry,1
Dataset/Angry/YAF_dead_angry_1.wav,Angry,1
Dataset/Angry/YAF_death_angry_1.wav,Angry,1
Dataset/Angry/YAF_deep_angry_1.wav,Angry,1
Dataset/Angry/YAF_dime_angry_1.wav,Angry,1
Dataset/Angry/YAF_dip_angry_1.wav,Angry,1
Dataset/Angry/YAF_ditch_angry_1.wav,Angry,1
Dataset/Angry/YAF_dodge_angry_1.wav,Angry,1
Dataset/Angry/YAF_dog_angry_1.wav,Angry,1
Dataset/Angry/YAF_doll_angry_1.wav,Angry,1
Dataset/Angry/YAF_door_angry_1.wav,Angry,1
Dataset/Angry/YAF_fail_angry_1.wav,Angry,1
Dataset/Angry/YAF_fall_angry_1.wav,Angry,1
Dataset/Angry/YAF_far_angry_1.wav,Angry,1
Dataset/Angry/YAF_fat_angry_1.wav,Angry,1
Dataset/Angry/YAF_fit_angry_1.wav,Angry,1
Dataset/Angry/YAF_five_angry_1.wav,Angry,1
Dataset/Angry/YAF_food_angry_1.wav,Angry,1
Dataset/Angry/YAF_gap_angry_1.wav,Angry,1
Dataset/Angry/YAF_gas_angry_1.wav,Angry,1
Dataset/Angry/YAF_gaze_angry_1.wav,Angry,1
Dataset/Angry/YAF_germ_angry_1.wav,Angry,1
Dataset/Angry/YAF_get_angry_1.wav,Angry,1
Dataset/Angry/YAF_gin_angry_1.wav,Angry,1
Dataset/Angry/YAF_goal_angry_1.wav,Angry,1
Dataset/Angry/YAF_good_angry_1.wav,Angry,1
Dataset/Angry/YAF_goose_angry_1.wav,Angry,1
Dataset/Angry/YAF_gun_angry_1.wav,Angry,1
Dataset/Angry/YAF_half_angry_1.wav,Angry,1
Dataset/Angry/YAF_hall_angry_1.wav,Angry,1
Dataset/Angry/YAF_hash_angry_1.wav,Angry,1
Dataset/Angry/YAF_hate_angry_1.wav,Angry,1
Dataset/Angry/YAF_have_angry_1.wav,Angry,1
Dataset/Angry/YAF_haze_angry_1.wav,Angry,1
Dataset/Angry/YAF_hire_angry_1.wav,Angry,1
Dataset/Angry/YAF_hit_angry_1.wav,Angry,1
Dataset/Angry/YAF_hole_angry_1.wav,Angry,1
Dataset/Angry/YAF_home_angry_1.wav,Angry,1
Dataset/Angry/YAF_hurl_angry_1.wav,Angry,1
Dataset/Angry/YAF_hush_angry_1.wav,Angry,1
Dataset/Angry/YAF_jail_angry_1.wav,Angry,1
Dataset/Angry/YAF_jar_angry_1.wav,Angry,1
Dataset/Angry/YAF_join_angry_1.wav,Angry,1
Dataset/Angry/YAF_judge_angry_1.wav,Angry,1
Dataset/Angry/YAF_jug_angry_1.wav,Angry,1
Dataset/Angry/YAF_juice_angry_1.wav,Angry,1
Dataset/Angry/YAF_keen_angry_1.wav,Angry,1
Dataset/Angry/YAF_keep_angry_1.wav,Angry,1
Dataset/Angry/YAF_keg_angry_1.wav,Angry,1
Dataset/Angry/YAF_kick_angry_1.wav,Angry,1
Dataset/Angry/YAF_kill_angry_1.wav,Angry,1
Dataset/Angry/YAF_king_angry_1.wav,Angry,1
Dataset/Angry/YAF_kite_angry_1.wav,Angry,1
Dataset/Angry/YAF_knock_angry_1.wav,Angry,1
Dataset/Angry/YAF_late_angry_1.wav,Angry,1
Dataset/Angry/YAF_laud_angry_1.wav,Angry,1
Dataset/Angry/YAF_lean_angry_1.wav,Angry,1
Dataset/Angry/YAF_learn_angry_1.wav,Angry,1
Dataset/Angry/YAF_lease_angry_1.wav,Angry,1
Dataset/Angry/YAF_lid_angry_1.wav,Angry,1
Dataset/Angry/YAF_life_angry_1.wav,Angry,1
Dataset/Angry/YAF_limb_angry_1.wav,Angry,1
Dataset/Angry/YAF_live_angry_1.wav,Angry,1
Dataset/Angry/YAF_loaf_angry_1.wav,Angry,1
Dataset/Angry/YAF_long_angry_1.wav,Angry,1
Dataset/Angry/YAF_lore_angry_1.wav,Angry,1
Dataset/Angry/YAF_lose_angry_1.wav,Angry,1
Dataset/Angry/YAF_lot_angry_1.wav,Angry,1
Dataset/Angry/YAF_love_angry_1.wav,Angry,1
Dataset/Angry/YAF_luck_angry_1.wav,Angry,1
Dataset/Angry/YAF_make_angry_1.wav,Angry,1
Dataset/Angry/YAF_match_angry_1.wav,Angry,1
Dataset/Angry/YAF_merge_angry_1.wav,Angry,1
Dataset/Angry/YAF_mess_angry_1.wav,Angry,1
Dataset/Angry/YAF_met_angry_1.wav,Angry,1
Dataset/Angry/YAF_mill_angry_1.wav,Angry,1
Dataset/Angry/YAF_mob_angry_1.wav,Angry,1
Dataset/Angry/YAF_mode_angry_1.wav,Angry,1
Dataset/Angry/YAF_mood_angry_1.wav,Angry,1
Dataset/Angry/YAF_moon_angry_1.wav,Angry,1
Dataset/Angry/YAF_mop_angry_1.wav,Angry,1
Dataset/Angry/YAF_mouse_angry_1.wav,Angry,1
Dataset/Angry/YAF_nag_angry_1.wav,Angry,1
Dataset/Angry/YAF_name_angry_1.wav,Angry,1
Dataset/Angry/YAF_near_angry_1.wav,Angry,1
Dataset/Angry/YAF_neat_angry_1.wav,Angry,1
Dataset/Angry/YAF_nice_angry_1.wav,Angry,1
Dataset/Angry/YAF_note_angry_1.wav,Angry,1
Dataset/Angry/YAF_numb_angry_1.wav,Angry,1
Dataset/Angry/YAF_pad_angry_1.wav,Angry,1
Dataset/Angry/YAF_page_angry_1.wav,Angry,1
Dataset/Angry/YAF_pain_angry_1.wav,Angry,1
Dataset/Angry/YAF_pass_angry_1.wav,Angry,1
Dataset/Angry/YAF_pearl_angry_1.wav,Angry,1
Dataset/Angry/YAF_peg_angry_1.wav,Angry,1
Dataset/Angry/YAF_perch_angry_1.wav,Angry,1
Dataset/Angry/YAF_phone_angry_1.wav,Angry,1
Dataset/Angry/YAF_pick_angry_1.wav,Angry,1
Dataset/Angry/YAF_pike_angry_1.wav,Angry,1
Dataset/Angry/YAF_pole_angry_1.wav,Angry,1
Dataset/Angry/YAF_pool_angry_1.wav,Angry,1
Dataset/Angry/YAF_puff_angry_1.wav,Angry,1
Dataset/Angry/YAF_rag_angry_1.wav,Angry,1
Dataset/Angry/YAF_raid_angry_1.wav,Angry,1
Dataset/Angry/YAF_rain_angry_1.wav,Angry,1
Dataset/Angry/YAF_raise_angry_1.wav,Angry,1
Dataset/Angry/YAF_rat_angry_1.wav,Angry,1
Dataset/Angry/YAF_reach_angry_1.wav,Angry,1
Dataset/Angry/YAF_read_angry_1.wav,Angry,1
Dataset/Angry/YAF_red_angry_1.wav,Angry,1
Dataset/Angry/YAF_ring_angry_1.wav,Angry,1
Dataset/Angry/YAF_ripe_angry_1.wav,Angry,1
Dataset/Angry/YAF_road_angry_1.wav,Angry,1
Dataset/Angry/YAF_room_angry_1.wav,Angry,1
Dataset/Angry/YAF_rose_angry_1.wav,Angry,1
Dataset/Angry/YAF_rot_angry_1.wav,Angry,1
Dataset/Angry/YAF_rough_angry_1.wav,Angry,1
Dataset/Angry/YAF_rush_angry_1.wav,Angry,1
Dataset/Angry/YAF_said_angry_1.wav,Angry,1
Dataset/Angry/YAF_sail_angry_1.wav,Angry,1
Dataset/Angry/YAF_search_angry_1.wav,Angry,1
Dataset/Angry/YAF_seize_angry_1.wav,Angry,1
Dataset/Angry/YAF_sell_angry_1.wav,Angry,1
Dataset/Angry/YAF_shack_angry_1.wav,Angry,1
Dataset/Angry/YAF_shall_angry_1.wav,Angry,1
Dataset/Angry/YAF_shawl_angry_1.wav,Angry,1
Dataset/Angry/YAF_sheep_angry_1.wav,Angry,1
Dataset/Angry/YAF_shirt_angry_1.wav,Angry,1
Dataset/Angry/YAF_should_angry_1.wav,Angry,1
Dataset/Angry/YAF_shout_angry_1.wav,Angry,1
Dataset/Angry/YAF_size_angry_1.wav,Angry,1
Dataset/Angry/YAF_soap_angry_1.wav,Angry,1
Dataset/Angry/YAF_soup_angry_1.wav,Angry,1
Dataset/Angry/YAF_sour_angry_1.wav,Angry,1
Dataset/Angry/YAF_south_angry_1.wav,Angry,1
Dataset/Angry/YAF_sub_angry_1.wav,Angry,1
Dataset/Angry/YAF_such_angry_1.wav,Angry,1
Dataset/Angry/YAF_sure_angry_1.wav,Angry,1
Dataset/Angry/YAF_take_angry_1.wav,Angry,1
Dataset/Angry/YAF_talk_angry_1.wav,Angry,1
Dataset/Angry/YAF_tape_angry_1.wav,Angry,1
Dataset/Angry/YAF_team_angry_1.wav,Angry,1
Dataset/Angry/YAF_tell_angry_1.wav,Angry,1
Dataset/Angry/YAF_thin_angry_1.wav,Angry,1
Dataset/Angry/YAF_third_angry_1.wav,Angry,1
Dataset/Angry/YAF_thought_angry_1.wav,Angry,1
Dataset/Angry/YAF_thumb_angry_1.wav,Angry,1
Dataset/Angry/YAF_time_angry_1.wav,Angry,1
Dataset/Angry/YAF_tip_angry_1.wav,Angry,1
Dataset/Angry/YAF_tire_angry_1.wav,Angry,1
Dataset/Angry/YAF_ton_angry_1.wav,Angry,1
Dataset/Angry/YAF_tool_angry_1.wav,Angry,1
Dataset/Angry/YAF_tough_angry_1.wav,Angry,1
Dataset/Angry/YAF_turn_angry_1.wav,Angry,1
Dataset/Angry/YAF_vine_angry_1.wav,Angry,1
Dataset/Angry/YAF_voice_angry_1.wav,Angry,1
Dataset/Angry/YAF_void_angry_1.wav,Angry,1
Dataset/Angry/YAF_vote_angry_1.wav,Angry,1
Dataset/Angry/YAF_wag_angry_1.wav,Angry,1
Dataset/Angry/YAF_walk_angry_1.wav,Angry,1
Dataset/Angry/YAF_wash_angry_1.wav,Angry,1
Dataset/Angry/YAF_week_angry_1.wav,Angry,1
Dataset/Angry/YAF_wheat_angry_1.wav,Angry,1
Dataset/Angry/YAF_when_angry_1.wav,Angry,1
Dataset/Angry/YAF_which_angry_1.wav,Angry,1
Dataset/Angry/YAF_whip_angry_1.wav,Angry,1
Dataset/Angry/YAF_white_angry_1.wav,Angry,1
Dataset/Angry/YAF_wife_angry_1.wav,Angry,1
Dataset/Angry/YAF_wire_angry_1.wav,Angry,1
Dataset/Angry/YAF_witch_angry_1.wav,Angry,1
Dataset/Angry/YAF_yearn_angry_1.wav,Angry,1
Dataset/Angry/YAF_yes_angry_1.wav,Angry,1
Dataset/Angry/YAF_young_angry_1.wav,Angry,1
Dataset/Angry/YAF_youth_angry_1.wav,Angry,1
Dataset/Disgust/OAF_back_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_bar_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_base_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_bath_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_bean_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_beg_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_bite_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_boat_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_bone_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_book_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_bought_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_burn_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_cab_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_calm_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_came_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_cause_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_chain_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_chair_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_chalk_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_chat_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_check_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_cheek_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_chief_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_choice_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_cool_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_dab_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_date_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_dead_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_death_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_deep_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_dime_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_dip_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_ditch_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_dodge_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_dog_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_doll_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_door_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_fail_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_fall_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_far_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_fat_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_fit_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_five_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_food_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_gap_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_gas_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_gaze_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_germ_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_get_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_gin_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_goal_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_good_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_goose_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_gun_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_half_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_hall_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_hash_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_hate_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_have_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_haze_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_hire_disgust_1.wav,Disgust,1
Dataset/Disgust/OAF_hit_disgust_1.wav,Disgust,1
